,Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity,Month,Day,Sales_Rolling_3
58670,2016,aug,2016-08-01,Meghalaya,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58671,2016,aug,2016-08-01,Meghalaya,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58672,2016,aug,2016-08-01,Meghalaya,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58673,2016,aug,2016-08-01,Meghalaya,TRACTOR (COMMERCIAL),Others,Others,0,8,1,0.0
58674,2016,aug,2016-08-01,Madhya Pradesh,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58675,2016,aug,2016-08-01,Madhya Pradesh,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58676,2016,aug,2016-08-01,Madhya Pradesh,AMBULANCE,Others,Others,0,8,1,0.0
58677,2016,aug,2016-08-01,Madhya Pradesh,BUS,Bus,Bus,0,8,1,0.0
58678,2016,aug,2016-08-01,Madhya Pradesh,CASH VAN,Others,Others,0,8,1,0.0
58679,2016,aug,2016-08-01,Madhya Pradesh,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,8,1,0.0
58680,2016,aug,2016-08-01,Madhya Pradesh,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58681,2016,aug,2016-08-01,Madhya Pradesh,DUMPER,Others,Others,0,8,1,0.0
58682,2016,aug,2016-08-01,Madhya Pradesh,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58683,2016,aug,2016-08-01,Madhya Pradesh,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,37,8,1,12.333333333333334
58684,2016,aug,2016-08-01,Madhya Pradesh,EXCAVATOR (NT),Others,Others,0,8,1,12.333333333333334
58685,2016,aug,2016-08-01,Madhya Pradesh,FIRE FIGHTING VEHICLE,Others,Others,0,8,1,12.333333333333334
58686,2016,aug,2016-08-01,Madhya Pradesh,GOODS CARRIER,Others,Others,0,8,1,0.0
58687,2016,aug,2016-08-01,Madhya Pradesh,HARVESTER,Others,Others,0,8,1,0.0
58688,2016,aug,2016-08-01,Madhya Pradesh,MAXI CAB,Others,Others,0,8,1,0.0
58689,2016,aug,2016-08-01,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58690,2016,aug,2016-08-01,Madhya Pradesh,MOPED,2-Wheelers,2W_Personal,0,8,1,0.0
58691,2016,aug,2016-08-01,Madhya Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58692,2016,aug,2016-08-01,Madhya Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58693,2016,aug,2016-08-01,Madhya Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0,8,1,0.0
58694,2016,aug,2016-08-01,Madhya Pradesh,PRIVATE SERVICE VEHICLE,Others,Others,0,8,1,0.0
58695,2016,aug,2016-08-01,Madhya Pradesh,ROAD ROLLER,Others,Others,0,8,1,0.0
58696,2016,aug,2016-08-01,Madhya Pradesh,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58697,2016,aug,2016-08-01,Madhya Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58698,2016,aug,2016-08-01,Madhya Pradesh,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0,8,1,0.0
58699,2016,aug,2016-08-01,Madhya Pradesh,TRAILER (AGRICULTURAL),Others,Others,0,8,1,0.0
58700,2016,aug,2016-08-01,Madhya Pradesh,TRAILER (COMMERCIAL),Others,Others,0,8,1,0.0
58701,2016,aug,2016-08-01,Madhya Pradesh,VEHICLE FITTED WITH GENERATOR,Others,Others,0,8,1,0.0
58702,2016,aug,2016-08-01,Mizoram,BUS,Bus,Bus,0,8,1,0.0
58703,2016,aug,2016-08-01,Mizoram,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58704,2016,aug,2016-08-01,Mizoram,EXCAVATOR (NT),Others,Others,0,8,1,0.0
58705,2016,aug,2016-08-01,Mizoram,GOODS CARRIER,Others,Others,0,8,1,0.0
58706,2016,aug,2016-08-01,Mizoram,LUXURY CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58707,2016,aug,2016-08-01,Mizoram,MAXI CAB,Others,Others,0,8,1,0.0
58708,2016,aug,2016-08-01,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58709,2016,aug,2016-08-01,Mizoram,MOPED,2-Wheelers,2W_Personal,0,8,1,0.0
58710,2016,aug,2016-08-01,Mizoram,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58711,2016,aug,2016-08-01,Mizoram,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58712,2016,aug,2016-08-01,Mizoram,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,8,1,0.0
58713,2016,aug,2016-08-01,Mizoram,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58714,2016,aug,2016-08-01,Mizoram,TRACTOR (COMMERCIAL),Others,Others,0,8,1,0.0
58715,2016,aug,2016-08-01,Nagaland,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58716,2016,aug,2016-08-01,Nagaland,BUS,Bus,Bus,0,8,1,0.0
58717,2016,aug,2016-08-01,Nagaland,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,8,1,0.0
58718,2016,aug,2016-08-01,Nagaland,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),Others,Others,0,8,1,0.0
58719,2016,aug,2016-08-01,Nagaland,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58720,2016,aug,2016-08-01,Nagaland,GOODS CARRIER,Others,Others,0,8,1,0.0
58721,2016,aug,2016-08-01,Nagaland,MAXI CAB,Others,Others,0,8,1,0.0
58722,2016,aug,2016-08-01,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58723,2016,aug,2016-08-01,Nagaland,MOPED,2-Wheelers,2W_Personal,0,8,1,0.0
58724,2016,aug,2016-08-01,Nagaland,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58725,2016,aug,2016-08-01,Nagaland,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58726,2016,aug,2016-08-01,Nagaland,OMNI BUS,Bus,Bus,0,8,1,0.0
58727,2016,aug,2016-08-01,Nagaland,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58728,2016,aug,2016-08-01,Odisha,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58729,2016,aug,2016-08-01,Odisha,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58730,2016,aug,2016-08-01,Odisha,AMBULANCE,Others,Others,0,8,1,0.0
58731,2016,aug,2016-08-01,Odisha,BUS,Bus,Bus,0,8,1,0.0
58732,2016,aug,2016-08-01,Odisha,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,8,1,0.0
58733,2016,aug,2016-08-01,Odisha,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58734,2016,aug,2016-08-01,Odisha,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58735,2016,aug,2016-08-01,Odisha,EXCAVATOR (COMMERCIAL),Others,Others,0,8,1,0.0
58736,2016,aug,2016-08-01,Odisha,GOODS CARRIER,Others,Others,0,8,1,0.0
58737,2016,aug,2016-08-01,Odisha,HEARSES,Others,Others,0,8,1,0.0
58738,2016,aug,2016-08-01,Odisha,MAXI CAB,Others,Others,0,8,1,0.0
58739,2016,aug,2016-08-01,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58740,2016,aug,2016-08-01,Odisha,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,8,1,0.0
58741,2016,aug,2016-08-01,Odisha,MOPED,2-Wheelers,2W_Personal,1,8,1,0.3333333333333333
58742,2016,aug,2016-08-01,Odisha,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.3333333333333333
58743,2016,aug,2016-08-01,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.3333333333333333
58744,2016,aug,2016-08-01,Odisha,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,8,1,0.0
58745,2016,aug,2016-08-01,Odisha,OMNI BUS,Bus,Bus,0,8,1,0.0
58746,2016,aug,2016-08-01,Odisha,OMNI BUS (PRIVATE USE),Bus,Bus,0,8,1,0.0
58747,2016,aug,2016-08-01,Odisha,PRIVATE SERVICE VEHICLE,Others,Others,0,8,1,0.0
58748,2016,aug,2016-08-01,Odisha,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,8,1,0.0
58749,2016,aug,2016-08-01,Odisha,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58750,2016,aug,2016-08-01,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58751,2016,aug,2016-08-01,Odisha,TRACTOR (COMMERCIAL),Others,Others,0,8,1,0.0
58752,2016,aug,2016-08-01,Odisha,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0,8,1,0.0
58753,2016,aug,2016-08-01,Odisha,TRAILER (COMMERCIAL),Others,Others,0,8,1,0.0
58754,2016,aug,2016-08-01,Odisha,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,8,1,0.0
58755,2016,aug,2016-08-01,Odisha,VEHICLE FITTED WITH RIG,Others,Others,0,8,1,0.0
58756,2016,aug,2016-08-01,Punjab,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58757,2016,aug,2016-08-01,Punjab,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58758,2016,aug,2016-08-01,Punjab,AMBULANCE,Others,Others,0,8,1,0.0
58759,2016,aug,2016-08-01,Punjab,BUS,Bus,Bus,0,8,1,0.0
58760,2016,aug,2016-08-01,Punjab,CASH VAN,Others,Others,0,8,1,0.0
58761,2016,aug,2016-08-01,Punjab,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58762,2016,aug,2016-08-01,Punjab,EARTH MOVING EQUIPMENT,Others,Others,0,8,1,0.0
58763,2016,aug,2016-08-01,Punjab,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,1,8,1,0.3333333333333333
58764,2016,aug,2016-08-01,Punjab,EXCAVATOR (NT),Others,Others,0,8,1,0.3333333333333333
58765,2016,aug,2016-08-01,Punjab,GOODS CARRIER,Others,Others,0,8,1,0.3333333333333333
58766,2016,aug,2016-08-01,Punjab,HARVESTER,Others,Others,0,8,1,0.0
58767,2016,aug,2016-08-01,Punjab,MAXI CAB,Others,Others,0,8,1,0.0
58768,2016,aug,2016-08-01,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58769,2016,aug,2016-08-01,Punjab,MOBILE WORKSHOP,Others,Others,0,8,1,0.0
58770,2016,aug,2016-08-01,Punjab,MOPED,2-Wheelers,2W_Personal,0,8,1,0.0
58771,2016,aug,2016-08-01,Punjab,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58772,2016,aug,2016-08-01,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,1,8,1,0.3333333333333333
58773,2016,aug,2016-08-01,Punjab,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,8,1,0.3333333333333333
58774,2016,aug,2016-08-01,Punjab,PRIVATE SERVICE VEHICLE,Others,Others,0,8,1,0.3333333333333333
58775,2016,aug,2016-08-01,Punjab,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),Others,Others,0,8,1,0.0
58776,2016,aug,2016-08-01,Punjab,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58777,2016,aug,2016-08-01,Punjab,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58778,2016,aug,2016-08-01,Punjab,TRAILER (AGRICULTURAL),Others,Others,0,8,1,0.0
58779,2016,aug,2016-08-01,Punjab,TRAILER FOR PERSONAL USE,Others,Others,0,8,1,0.0
58780,2016,aug,2016-08-01,Punjab,VEHICLE FITTED WITH RIG,Others,Others,0,8,1,0.0
58781,2016,aug,2016-08-01,Puducherry,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58782,2016,aug,2016-08-01,Puducherry,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58783,2016,aug,2016-08-01,Puducherry,AMBULANCE,Others,Others,0,8,1,0.0
58784,2016,aug,2016-08-01,Puducherry,BUS,Bus,Bus,0,8,1,0.0
58785,2016,aug,2016-08-01,Puducherry,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58786,2016,aug,2016-08-01,Puducherry,GOODS CARRIER,Others,Others,0,8,1,0.0
58787,2016,aug,2016-08-01,Puducherry,MAXI CAB,Others,Others,0,8,1,0.0
58788,2016,aug,2016-08-01,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2,8,1,0.6666666666666666
58789,2016,aug,2016-08-01,Puducherry,MOPED,2-Wheelers,2W_Personal,0,8,1,0.6666666666666666
58790,2016,aug,2016-08-01,Puducherry,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.6666666666666666
58791,2016,aug,2016-08-01,Puducherry,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58792,2016,aug,2016-08-01,Puducherry,OMNI BUS,Bus,Bus,0,8,1,0.0
58793,2016,aug,2016-08-01,Puducherry,PRIVATE SERVICE VEHICLE,Others,Others,0,8,1,0.0
58794,2016,aug,2016-08-01,Puducherry,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58795,2016,aug,2016-08-01,Puducherry,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58796,2016,aug,2016-08-01,Puducherry,TRACTOR (COMMERCIAL),Others,Others,0,8,1,0.0
58797,2016,aug,2016-08-01,Puducherry,TRAILER (COMMERCIAL),Others,Others,0,8,1,0.0
58798,2016,aug,2016-08-01,Rajasthan,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58799,2016,aug,2016-08-01,Rajasthan,AGRICULTURAL TRACTOR,Others,Others,1,8,1,0.3333333333333333
58800,2016,aug,2016-08-01,Rajasthan,AMBULANCE,Others,Others,0,8,1,0.3333333333333333
58801,2016,aug,2016-08-01,Rajasthan,ANIMAL AMBULANCE,Others,Others,0,8,1,0.3333333333333333
58802,2016,aug,2016-08-01,Rajasthan,ARTICULATED VEHICLE,Others,Others,0,8,1,0.0
58803,2016,aug,2016-08-01,Rajasthan,BUS,Bus,Bus,0,8,1,0.0
58804,2016,aug,2016-08-01,Rajasthan,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,8,1,0.0
58805,2016,aug,2016-08-01,Rajasthan,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58806,2016,aug,2016-08-01,Rajasthan,DUMPER,Others,Others,0,8,1,0.0
58807,2016,aug,2016-08-01,Rajasthan,EARTH MOVING EQUIPMENT,Others,Others,0,8,1,0.0
58808,2016,aug,2016-08-01,Rajasthan,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58809,2016,aug,2016-08-01,Rajasthan,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,357,8,1,119.0
58810,2016,aug,2016-08-01,Rajasthan,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,5,8,1,120.66666666666667
58811,2016,aug,2016-08-01,Rajasthan,EXCAVATOR (COMMERCIAL),Others,Others,0,8,1,120.66666666666667
58812,2016,aug,2016-08-01,Rajasthan,EXCAVATOR (NT),Others,Others,0,8,1,1.6666666666666667
58813,2016,aug,2016-08-01,Rajasthan,FORK LIFT,Others,Others,0,8,1,0.0
58814,2016,aug,2016-08-01,Rajasthan,GOODS CARRIER,Others,Others,1,8,1,0.3333333333333333
58815,2016,aug,2016-08-01,Rajasthan,HARVESTER,Others,Others,0,8,1,0.3333333333333333
58816,2016,aug,2016-08-01,Rajasthan,MAXI CAB,Others,Others,0,8,1,0.3333333333333333
58817,2016,aug,2016-08-01,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58818,2016,aug,2016-08-01,Rajasthan,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,8,1,0.0
58819,2016,aug,2016-08-01,Rajasthan,MOPED,2-Wheelers,2W_Personal,0,8,1,0.0
58820,2016,aug,2016-08-01,Rajasthan,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58821,2016,aug,2016-08-01,Rajasthan,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58822,2016,aug,2016-08-01,Rajasthan,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,8,1,0.0
58823,2016,aug,2016-08-01,Rajasthan,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,8,1,0.0
58824,2016,aug,2016-08-01,Rajasthan,OMNI BUS,Bus,Bus,0,8,1,0.0
58825,2016,aug,2016-08-01,Rajasthan,PRIVATE SERVICE VEHICLE,Others,Others,0,8,1,0.0
58826,2016,aug,2016-08-01,Rajasthan,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,1,8,1,0.3333333333333333
58827,2016,aug,2016-08-01,Rajasthan,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.3333333333333333
58828,2016,aug,2016-08-01,Rajasthan,TOW TRUCK,Others,Others,0,8,1,0.3333333333333333
58829,2016,aug,2016-08-01,Rajasthan,TRACTOR (COMMERCIAL),Others,Others,0,8,1,0.0
58830,2016,aug,2016-08-01,Rajasthan,TRACTOR-TROLLEY(COMMERCIAL),Others,Others,0,8,1,0.0
58831,2016,aug,2016-08-01,Rajasthan,TRAILER (AGRICULTURAL),Others,Others,0,8,1,0.0
58832,2016,aug,2016-08-01,Rajasthan,TRAILER FOR PERSONAL USE,Others,Others,0,8,1,0.0
58833,2016,aug,2016-08-01,Rajasthan,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,8,1,0.0
58834,2016,aug,2016-08-01,Rajasthan,VEHICLE FITTED WITH RIG,Others,Others,0,8,1,0.0
58835,2016,aug,2016-08-01,Sikkim,AMBULANCE,Others,Others,0,8,1,0.0
58836,2016,aug,2016-08-01,Sikkim,BUS,Bus,Bus,0,8,1,0.0
58837,2016,aug,2016-08-01,Sikkim,EARTH MOVING EQUIPMENT,Others,Others,0,8,1,0.0
58838,2016,aug,2016-08-01,Sikkim,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58839,2016,aug,2016-08-01,Sikkim,GOODS CARRIER,Others,Others,0,8,1,0.0
58840,2016,aug,2016-08-01,Sikkim,LUXURY CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58841,2016,aug,2016-08-01,Sikkim,MAXI CAB,Others,Others,0,8,1,0.0
58842,2016,aug,2016-08-01,Sikkim,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1,8,1,0.3333333333333333
58843,2016,aug,2016-08-01,Sikkim,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.3333333333333333
58844,2016,aug,2016-08-01,Sikkim,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.3333333333333333
58845,2016,aug,2016-08-01,Sikkim,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,8,1,0.0
58846,2016,aug,2016-08-01,Tamil Nadu,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58847,2016,aug,2016-08-01,Tamil Nadu,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58848,2016,aug,2016-08-01,Tamil Nadu,AMBULANCE,Others,Others,0,8,1,0.0
58849,2016,aug,2016-08-01,Tamil Nadu,ARTICULATED VEHICLE,Others,Others,0,8,1,0.0
58850,2016,aug,2016-08-01,Tamil Nadu,BUS,Bus,Bus,0,8,1,0.0
58851,2016,aug,2016-08-01,Tamil Nadu,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0,8,1,0.0
58852,2016,aug,2016-08-01,Tamil Nadu,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,8,1,0.0
58853,2016,aug,2016-08-01,Tamil Nadu,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58854,2016,aug,2016-08-01,Tamil Nadu,EARTH MOVING EQUIPMENT,Others,Others,0,8,1,0.0
58855,2016,aug,2016-08-01,Tamil Nadu,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58856,2016,aug,2016-08-01,Tamil Nadu,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,0,8,1,0.0
58857,2016,aug,2016-08-01,Tamil Nadu,FIRE FIGHTING VEHICLE,Others,Others,0,8,1,0.0
58858,2016,aug,2016-08-01,Tamil Nadu,GOODS CARRIER,Others,Others,0,8,1,0.0
58859,2016,aug,2016-08-01,Tamil Nadu,HARVESTER,Others,Others,0,8,1,0.0
58860,2016,aug,2016-08-01,Tamil Nadu,MAXI CAB,Others,Others,0,8,1,0.0
58861,2016,aug,2016-08-01,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2,8,1,0.6666666666666666
58862,2016,aug,2016-08-01,Tamil Nadu,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0,8,1,0.6666666666666666
58863,2016,aug,2016-08-01,Tamil Nadu,MOPED,2-Wheelers,2W_Personal,0,8,1,0.6666666666666666
58864,2016,aug,2016-08-01,Tamil Nadu,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58865,2016,aug,2016-08-01,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,1,8,1,0.3333333333333333
58866,2016,aug,2016-08-01,Tamil Nadu,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,8,1,0.3333333333333333
58867,2016,aug,2016-08-01,Tamil Nadu,OMNI BUS,Bus,Bus,0,8,1,0.3333333333333333
58868,2016,aug,2016-08-01,Tamil Nadu,OMNI BUS (PRIVATE USE),Bus,Bus,0,8,1,0.0
58869,2016,aug,2016-08-01,Tamil Nadu,PRIVATE SERVICE VEHICLE,Others,Others,0,8,1,0.0
58870,2016,aug,2016-08-01,Tamil Nadu,RECOVERY VEHICLE,Others,Others,0,8,1,0.0
58871,2016,aug,2016-08-01,Tamil Nadu,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58872,2016,aug,2016-08-01,Tamil Nadu,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58873,2016,aug,2016-08-01,Tamil Nadu,THREE WHEELER (PERSONAL),3-Wheelers,3W_Personal,0,8,1,0.0
58874,2016,aug,2016-08-01,Tamil Nadu,TRACTOR (COMMERCIAL),Others,Others,0,8,1,0.0
58875,2016,aug,2016-08-01,Tamil Nadu,TRAILER (AGRICULTURAL),Others,Others,3,8,1,1.0
58876,2016,aug,2016-08-01,Tamil Nadu,TRAILER (COMMERCIAL),Others,Others,0,8,1,1.0
58877,2016,aug,2016-08-01,Tamil Nadu,TRAILER FOR PERSONAL USE,Others,Others,0,8,1,1.0
58878,2016,aug,2016-08-01,Tamil Nadu,VEHICLE FITTED WITH COMPRESSOR,Others,Others,0,8,1,0.0
58879,2016,aug,2016-08-01,Tamil Nadu,VEHICLE FITTED WITH RIG,Others,Others,0,8,1,0.0
58880,2016,aug,2016-08-01,Tripura,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58881,2016,aug,2016-08-01,Tripura,AMBULANCE,Others,Others,0,8,1,0.0
58882,2016,aug,2016-08-01,Tripura,BUS,Bus,Bus,0,8,1,0.0
58883,2016,aug,2016-08-01,Tripura,EXCAVATOR (COMMERCIAL),Others,Others,0,8,1,0.0
58884,2016,aug,2016-08-01,Tripura,GOODS CARRIER,Others,Others,0,8,1,0.0
58885,2016,aug,2016-08-01,Tripura,MAXI CAB,Others,Others,0,8,1,0.0
58886,2016,aug,2016-08-01,Tripura,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58887,2016,aug,2016-08-01,Tripura,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58888,2016,aug,2016-08-01,Tripura,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58889,2016,aug,2016-08-01,Tripura,THREE WHEELER (GOODS),3-Wheelers,3W_Goods,0,8,1,0.0
58890,2016,aug,2016-08-01,Tripura,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0,8,1,0.0
58891,2016,aug,2016-08-01,Uttarakhand,ADAPTED VEHICLE,Others,Others,0,8,1,0.0
58892,2016,aug,2016-08-01,Uttarakhand,AGRICULTURAL TRACTOR,Others,Others,0,8,1,0.0
58893,2016,aug,2016-08-01,Uttarakhand,AMBULANCE,Others,Others,0,8,1,0.0
58894,2016,aug,2016-08-01,Uttarakhand,ARTICULATED VEHICLE,Others,Others,0,8,1,0.0
58895,2016,aug,2016-08-01,Uttarakhand,BUS,Bus,Bus,0,8,1,0.0
58896,2016,aug,2016-08-01,Uttarakhand,CAMPER VAN / TRAILER,Others,Others,0,8,1,0.0
58897,2016,aug,2016-08-01,Uttarakhand,CAMPER VAN / TRAILER (PRIVATE USE),Others,Others,0,8,1,0.0
58898,2016,aug,2016-08-01,Uttarakhand,CONSTRUCTION EQUIPMENT VEHICLE,Others,Others,0,8,1,0.0
58899,2016,aug,2016-08-01,Uttarakhand,CRANE MOUNTED VEHICLE,Others,Others,0,8,1,0.0
58900,2016,aug,2016-08-01,Uttarakhand,DUMPER,Others,Others,0,8,1,0.0
58901,2016,aug,2016-08-01,Uttarakhand,EDUCATIONAL INSTITUTION BUS,Bus,Institution Bus,0,8,1,0.0
58902,2016,aug,2016-08-01,Uttarakhand,E-RICKSHAW(P),3-Wheelers,3W_Shared_LowSpeed,251,8,1,83.66666666666667
58903,2016,aug,2016-08-01,Uttarakhand,E-RICKSHAW WITH CART (G),3-Wheelers,3W_Goods_LowSpeed,1,8,1,84.0
58904,2016,aug,2016-08-01,Uttarakhand,EXCAVATOR (COMMERCIAL),Others,Others,0,8,1,84.0
58905,2016,aug,2016-08-01,Uttarakhand,GOODS CARRIER,Others,Others,0,8,1,0.3333333333333333
58906,2016,aug,2016-08-01,Uttarakhand,MAXI CAB,Others,Others,0,8,1,0.0
58907,2016,aug,2016-08-01,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0,8,1,0.0
58908,2016,aug,2016-08-01,Uttarakhand,MOPED,2-Wheelers,2W_Personal,0,8,1,0.0
58909,2016,aug,2016-08-01,Uttarakhand,MOTOR CAB,4-Wheelers,4W_Shared,0,8,1,0.0
58910,2016,aug,2016-08-01,Uttarakhand,MOTOR CAR,4-Wheelers,4W_Personal,0,8,1,0.0
58911,2016,aug,2016-08-01,Uttarakhand,MOTOR CYCLE/SCOOTER-USED FOR HIRE,2-Wheelers,2W_Shared,0,8,1,0.0
58912,2016,aug,2016-08-01,Uttarakhand,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0,8,1,0.0
58913,2016,aug,2016-08-01,Uttarakhand,OMNI BUS (PRIVATE USE),Bus,Bus,0,8,1,0.0
